date,product_id,product_name,category,current_price,competitor_price,cost,day_of_week,month,is_weekend,is_festival,inventory_level,customer_segment,demand,revenue,profit,price_difference,discount_percentage,price_ratio,profit_margin,rolling_avg_demand,inventory_level_encoded,customer_segment_encoded,category_encoded
2025-11-07,P008,USB Cable,Accessories,302,341,120,4,11,0,0,Medium,Premium,55,16610,10010,39,11.44,0.886,60.26,64.14,2,1,0
2025-11-09,P008,USB Cable,Accessories,311,340,120,6,11,1,0,Medium,Premium,74,23014,14134,29,8.53,0.915,61.41,65.43,2,1,0
2025-11-11,P008,USB Cable,Accessories,309,300,120,1,11,0,0,High,Budget,79,24411,14931,-9,-3.0,1.03,61.17,65.71,0,0,0
2025-11-13,P008,USB Cable,Accessories,302,324,120,3,11,0,0,Medium,Premium,63,19026,11466,22,6.79,0.932,60.26,66.0,2,1,0
2025-11-13,P008,USB Cable,Accessories,302,273,120,3,11,0,0,Low,Standard,69,20838,12558,-29,-10.62,1.106,60.26,65.43,1,2,0
2025-11-14,P008,USB Cable,Accessories,308,315,120,4,11,0,0,Low,Premium,99,30492,18612,7,2.22,0.978,61.04,73.43,1,1,0
2025-11-15,P008,USB Cable,Accessories,298,260,120,5,11,1,0,Medium,Standard,68,20264,12104,-38,-14.62,1.146,59.73,72.43,2,2,0
2025-11-16,P008,USB Cable,Accessories,270,280,120,6,11,1,0,Low,Standard,96,25920,14400,10,3.57,0.964,55.56,78.29,1,2,0
2025-11-16,P008,USB Cable,Accessories,282,241,120,6,11,1,0,High,Standard,85,23970,13770,-41,-17.01,1.17,57.45,79.86,0,2,0
2025-11-17,P008,USB Cable,Accessories,275,273,120,0,11,0,0,High,Standard,75,20625,11625,-2,-0.73,1.007,56.36,79.29,0,2,0
2025-11-18,P008,USB Cable,Accessories,299,308,120,1,11,0,0,Low,Premium,72,21528,12888,9,2.92,0.971,59.87,80.57,1,1,0
2025-11-18,P008,USB Cable,Accessories,306,326,120,1,11,0,0,Medium,Premium,81,24786,15066,20,6.13,0.939,60.78,82.29,2,1,0
2025-11-19,P008,USB Cable,Accessories,286,268,120,2,11,0,0,Medium,Budget,33,9438,5478,-18,-6.72,1.067,58.04,72.86,2,0,0
2025-11-20,P008,USB Cable,Accessories,311,306,120,3,11,0,0,Medium,Premium,58,18038,11078,-5,-1.63,1.016,61.41,71.43,2,1,0
2025-11-20,P008,USB Cable,Accessories,300,295,120,3,11,0,0,Medium,Budget,48,14400,8640,-5,-1.69,1.017,60.0,64.57,2,0,0
2025-11-21,P008,USB Cable,Accessories,316,356,120,4,11,0,0,Medium,Standard,84,26544,16464,40,11.24,0.888,62.03,64.43,2,2,0
2025-11-22,P008,USB Cable,Accessories,322,318,120,5,11,1,0,Medium,Standard,68,21896,13736,-4,-1.26,1.013,62.73,63.43,2,2,0
2025-11-22,P008,USB Cable,Accessories,301,323,120,5,11,1,0,High,Standard,69,20769,12489,22,6.81,0.932,60.13,63.0,0,2,0
2025-11-23,P008,USB Cable,Accessories,305,305,120,6,11,1,0,High,Premium,67,20435,12395,0,0.0,1.0,60.66,61.0,0,1,0
2025-11-23,P008,USB Cable,Accessories,318,296,120,6,11,1,0,Medium,Budget,82,26076,16236,-22,-7.43,1.074,62.26,68.0,2,0,0
2025-11-25,P008,USB Cable,Accessories,303,339,120,1,11,0,0,High,Standard,51,15453,9333,36,10.62,0.894,60.4,67.0,0,2,0
2025-11-26,P008,USB Cable,Accessories,276,271,120,2,11,0,0,Low,Standard,69,19044,10764,-5,-1.85,1.018,56.52,70.0,1,2,0
2025-11-28,P008,USB Cable,Accessories,289,281,120,4,11,0,0,High,Standard,49,14161,8281,-8,-2.85,1.028,58.48,65.0,0,2,0
2025-11-29,P008,USB Cable,Accessories,300,280,120,5,11,1,0,Low,Premium,78,23400,14040,-20,-7.14,1.071,60.0,66.43,1,1,0
2025-11-29,P008,USB Cable,Accessories,278,283,120,5,11,1,0,High,Budget,73,20294,11534,5,1.77,0.982,56.83,67.0,0,0,0
2025-12-01,P008,USB Cable,Accessories,284,303,120,0,12,0,0,High,Budget,38,10792,6232,19,6.27,0.937,57.75,62.86,0,0,0
2025-12-01,P008,USB Cable,Accessories,301,342,120,0,12,0,0,Low,Standard,57,17157,10317,41,11.99,0.88,60.13,59.29,1,2,0
2025-12-03,P008,USB Cable,Accessories,289,290,120,2,12,0,0,High,Standard,53,15317,8957,1,0.34,0.997,58.48,59.57,0,2,0
2025-12-04,P008,USB Cable,Accessories,298,288,120,3,12,0,0,Low,Standard,65,19370,11570,-10,-3.47,1.035,59.73,59.0,1,2,0
2025-12-04,P008,USB Cable,Accessories,273,243,120,3,12,0,0,Low,Standard,86,23478,13158,-30,-12.35,1.123,56.04,64.29,1,2,0
2025-12-04,P008,USB Cable,Accessories,303,319,120,3,12,0,0,Low,Premium,99,29997,18117,16,5.02,0.95,60.4,67.29,1,1,0
2025-12-05,P008,USB Cable,Accessories,272,254,120,4,12,0,0,Medium,Budget,69,18768,10488,-18,-7.09,1.071,55.88,66.71,2,0,0
2025-12-05,P008,USB Cable,Accessories,313,301,120,4,12,0,0,Medium,Standard,83,25979,16019,-12,-3.99,1.04,61.66,73.14,2,2,0
2025-12-05,P008,USB Cable,Accessories,272,294,120,4,12,0,0,Medium,Standard,55,14960,8360,22,7.48,0.925,55.88,72.86,2,2,0
2025-12-05,P008,USB Cable,Accessories,327,330,120,4,12,0,0,Low,Budget,87,28449,18009,3,0.91,0.991,63.3,77.71,1,0,0
2025-12-08,P008,USB Cable,Accessories,323,293,120,0,12,0,0,Low,Budget,46,14858,9338,-30,-10.24,1.102,62.85,75.0,1,0,0
2025-12-09,P008,USB Cable,Accessories,283,266,120,1,12,0,0,Medium,Standard,54,15282,8802,-17,-6.39,1.064,57.6,70.43,2,2,0
2025-12-10,P008,USB Cable,Accessories,322,322,120,2,12,0,0,Low,Standard,60,19320,12120,0,0.0,1.0,62.73,64.86,1,2,0
2025-12-12,P008,USB Cable,Accessories,289,272,120,4,12,0,0,High,Premium,79,22831,13351,-17,-6.25,1.062,58.48,66.29,0,1,0
2025-12-14,P008,USB Cable,Accessories,286,283,120,6,12,1,0,High,Budget,54,15444,8964,-3,-1.06,1.011,58.04,62.14,0,0,0
2025-12-14,P008,USB Cable,Accessories,295,298,120,6,12,1,0,High,Budget,88,25960,15400,3,1.01,0.99,59.32,66.86,0,0,0
2025-12-19,P008,USB Cable,Accessories,312,358,120,4,12,0,0,Low,Budget,78,24336,14976,46,12.85,0.872,61.54,65.57,1,0,0
2025-12-20,P008,USB Cable,Accessories,277,260,120,5,12,1,0,Low,Premium,64,17728,10048,-17,-6.54,1.065,56.68,68.14,1,1,0
2025-12-20,P008,USB Cable,Accessories,325,302,120,5,12,1,0,Medium,Standard,93,30225,19065,-23,-7.62,1.076,63.08,73.71,2,2,0
2025-12-21,P008,USB Cable,Accessories,322,329,120,6,12,1,0,Medium,Budget,77,24794,15554,7,2.13,0.979,62.73,76.14,2,0,0
2025-12-22,P008,USB Cable,Accessories,327,307,120,0,12,0,0,Medium,Budget,38,12426,7866,-20,-6.51,1.065,63.3,70.29,2,0,0
2025-12-22,P008,USB Cable,Accessories,304,305,120,0,12,0,0,High,Premium,71,21584,13064,1,0.33,0.997,60.53,72.71,0,1,0
2025-12-22,P008,USB Cable,Accessories,309,281,120,0,12,0,0,Medium,Premium,70,21630,13230,-28,-9.96,1.1,61.17,70.14,2,1,0
2025-12-23,P008,USB Cable,Accessories,313,286,120,1,12,0,0,High,Standard,77,24101,14861,-27,-9.44,1.094,61.66,70.0,0,2,0
2025-12-24,P008,USB Cable,Accessories,325,330,120,2,12,0,0,Medium,Premium,58,18850,11890,5,1.52,0.985,63.08,69.14,2,1,0
2025-12-25,P008,USB Cable,Accessories,320,276,120,3,12,0,1,Low,Standard,74,23680,14800,-44,-15.94,1.159,62.5,66.43,1,2,0
2025-12-26,P008,USB Cable,Accessories,298,273,120,4,12,0,1,Low,Budget,77,22946,13706,-25,-9.16,1.092,59.73,66.43,1,0,0
2025-12-26,P008,USB Cable,Accessories,324,352,120,4,12,0,1,High,Budget,67,21708,13668,28,7.95,0.92,62.96,70.57,0,0,0
2025-12-26,P008,USB Cable,Accessories,322,293,120,4,12,0,1,Low,Budget,86,27692,17372,-29,-9.9,1.099,62.73,72.71,1,0,0
2025-07-01,P009,Smart Watch,Electronics,4718,4970,3000,1,7,0,0,Medium,Standard,63,297234,108234,252,5.07,0.949,36.41,63.0,2,2,1
2025-07-01,P009,Smart Watch,Electronics,4666,4200,3000,1,7,0,0,Low,Standard,8,37328,13328,-466,-11.1,1.111,35.71,35.5,1,2,1
2025-07-01,P009,Smart Watch,Electronics,5122,5093,3000,1,7,0,0,Medium,Premium,62,317564,131564,-29,-0.57,1.006,41.43,44.33,2,1,1
2025-07-02,P009,Smart Watch,Electronics,5276,4842,3000,2,7,0,0,Low,Premium,7,36932,15932,-434,-8.96,1.09,43.14,35.0,1,1,1
2025-07-02,P009,Smart Watch,Electronics,4628,4531,3000,2,7,0,0,Medium,Premium,30,138840,48840,-97,-2.14,1.021,35.18,34.0,2,1,1
2025-07-04,P009,Smart Watch,Electronics,4903,5321,3000,4,7,0,0,High,Premium,53,259859,100859,418,7.86,0.921,38.81,37.17,0,1,1
2025-07-04,P009,Smart Watch,Electronics,4618,4824,3000,4,7,0,0,Medium,Standard,65,300170,105170,206,4.27,0.957,35.04,41.14,2,2,1
2025-07-07,P009,Smart Watch,Electronics,5182,5184,3000,0,7,0,0,High,Premium,19,98458,41458,2,0.04,1.0,42.11,34.86,0,1,1
2025-07-08,P009,Smart Watch,Electronics,5135,4443,3000,1,7,0,0,Medium,Budget,0,0,0,-692,-15.58,1.156,41.58,33.71,2,0,1
2025-07-08,P009,Smart Watch,Electronics,4674,4809,3000,1,7,0,0,High,Standard,37,172938,61938,135,2.81,0.972,35.82,30.14,0,2,1
2025-07-08,P009,Smart Watch,Electronics,5028,4864,3000,1,7,0,0,Medium,Premium,18,90504,36504,-164,-3.37,1.034,40.33,31.71,2,1,1
2025-07-09,P009,Smart Watch,Electronics,4848,5176,3000,2,7,0,0,High,Premium,82,397536,151536,328,6.34,0.937,38.12,39.14,0,1,1
2025-07-10,P009,Smart Watch,Electronics,5303,5938,3000,3,7,0,0,Medium,Budget,66,349998,151998,635,10.69,0.893,43.43,41.0,2,0,1
2025-07-10,P009,Smart Watch,Electronics,5074,5042,3000,3,7,0,0,Medium,Standard,21,106554,43554,-32,-0.63,1.006,40.88,34.71,2,2,1
2025-07-12,P009,Smart Watch,Electronics,4676,5184,3000,5,7,1,0,Medium,Budget,78,364728,130728,508,9.8,0.902,35.84,43.14,2,0,1
2025-07-13,P009,Smart Watch,Electronics,4678,4787,3000,6,7,1,0,High,Standard,44,205832,73832,109,2.28,0.977,35.87,49.43,0,2,1
2025-07-13,P009,Smart Watch,Electronics,4603,4698,3000,6,7,1,0,Medium,Standard,83,382049,133049,95,2.02,0.98,34.83,56.0,2,2,1
2025-07-14,P009,Smart Watch,Electronics,5331,5174,3000,0,7,0,0,High,Premium,40,213240,93240,-157,-3.03,1.03,43.73,59.14,0,1,1
2025-07-14,P009,Smart Watch,Electronics,5456,5239,3000,0,7,0,0,Medium,Budget,0,0,0,-217,-4.14,1.041,45.01,47.43,2,0,1
2025-07-15,P009,Smart Watch,Electronics,5175,4757,3000,1,7,0,0,High,Standard,0,0,0,-418,-8.79,1.088,42.03,38.0,0,2,1
2025-07-15,P009,Smart Watch,Electronics,4593,4140,3000,1,7,0,0,Low,Standard,0,0,0,-453,-10.94,1.109,34.68,35.0,1,2,1
2025-07-15,P009,Smart Watch,Electronics,4849,5332,3000,1,7,0,0,Medium,Premium,64,310336,118336,483,9.06,0.909,38.13,33.0,2,1,1
2025-07-15,P009,Smart Watch,Electronics,5398,6158,3000,1,7,0,0,Medium,Standard,106,572188,254188,760,12.34,0.877,44.42,41.86,2,2,1
2025-07-18,P009,Smart Watch,Electronics,4762,4341,3000,4,7,0,0,Medium,Premium,0,0,0,-421,-9.7,1.097,37.0,30.0,2,1,1
2025-07-18,P009,Smart Watch,Electronics,5453,5634,3000,4,7,0,0,Low,Premium,54,294462,132462,181,3.21,0.968,44.98,32.0,1,1,1
2025-07-18,P009,Smart Watch,Electronics,4832,4820,3000,4,7,0,0,Medium,Budget,46,222272,84272,-12,-0.25,1.002,37.91,38.57,2,0,1
2025-07-20,P009,Smart Watch,Electronics,5376,6092,3000,6,7,1,0,Low,Standard,129,693504,306504,716,11.75,0.882,44.2,57.0,1,2,1
2025-07-20,P009,Smart Watch,Electronics,4591,4727,3000,6,7,1,0,Medium,Standard,61,280051,97051,136,2.88,0.971,34.65,65.71,2,2,1
2025-07-21,P009,Smart Watch,Electronics,4755,4313,3000,0,7,0,0,Medium,Budget,0,0,0,-442,-10.25,1.102,36.91,56.57,2,0,1
2025-07-21,P009,Smart Watch,Electronics,4747,4875,3000,0,7,0,0,Low,Budget,55,261085,96085,128,2.63,0.974,36.8,49.29,1,0,1
2025-07-21,P009,Smart Watch,Electronics,5046,4930,3000,0,7,0,0,Medium,Standard,47,237162,96162,-116,-2.35,1.024,40.55,56.0,2,2,1
2025-07-22,P009,Smart Watch,Electronics,5348,4617,3000,1,7,0,0,High,Standard,0,0,0,-731,-15.83,1.158,43.9,48.29,0,2,1
2025-07-22,P009,Smart Watch,Electronics,4969,4907,3000,1,7,0,0,High,Standard,49,243481,96481,-62,-1.26,1.013,39.63,48.71,0,2,1
2025-07-22,P009,Smart Watch,Electronics,5073,5327,3000,1,7,0,0,High,Premium,65,329745,134745,254,4.77,0.952,40.86,39.57,0,1,1
2025-07-23,P009,Smart Watch,Electronics,4855,4642,3000,2,7,0,0,High,Standard,20,97100,37100,-213,-4.59,1.046,38.21,33.71,0,2,1
2025-07-23,P009,Smart Watch,Electronics,5174,5380,3000,2,7,0,0,Medium,Standard,63,325962,136962,206,3.83,0.962,42.02,42.71,2,2,1
2025-07-23,P009,Smart Watch,Electronics,5474,5809,3000,2,7,0,0,High,Budget,65,355810,160810,335,5.77,0.942,45.2,44.14,0,0,1
2025-07-26,P009,Smart Watch,Electronics,5190,4819,3000,5,7,1,0,Medium,Premium,0,0,0,-371,-7.7,1.077,42.2,37.43,2,1,1
2025-07-28,P009,Smart Watch,Electronics,4876,4235,3000,0,7,0,0,Medium,Standard,0,0,0,-641,-15.14,1.151,38.47,37.43,2,2,1
2025-07-28,P009,Smart Watch,Electronics,4613,4037,3000,0,7,0,0,Medium,Standard,0,0,0,-576,-14.27,1.143,34.97,30.43,2,2,1
2025-07-29,P009,Smart Watch,Electronics,4868,5192,3000,1,7,0,0,Low,Standard,60,292080,112080,324,6.24,0.938,38.37,29.71,1,2,1
2025-07-29,P009,Smart Watch,Electronics,4770,4202,3000,1,7,0,0,Medium,Budget,0,0,0,-568,-13.52,1.135,37.11,26.86,2,0,1
2025-07-30,P009,Smart Watch,Electronics,4841,5540,3000,2,7,0,0,Medium,Standard,85,411485,156485,699,12.62,0.874,38.03,30.0,2,2,1
2025-07-30,P009,Smart Watch,Electronics,5176,5757,3000,2,7,0,0,High,Premium,106,548656,230656,581,10.09,0.899,42.04,35.86,0,1,1
2025-07-31,P009,Smart Watch,Electronics,5081,5384,3000,3,7,0,0,High,Budget,70,355670,145670,303,5.63,0.944,40.96,45.86,0,0,1
2025-08-01,P009,Smart Watch,Electronics,5359,5808,3000,4,8,0,0,Low,Standard,83,444797,195797,449,7.73,0.923,44.02,57.71,1,2,1
2025-08-01,P009,Smart Watch,Electronics,4636,4522,3000,4,8,0,0,High,Premium,49,227164,80164,-114,-2.52,1.025,35.29,64.71,0,1,1
2025-08-03,P009,Smart Watch,Electronics,5361,5012,3000,6,8,1,0,Medium,Standard,0,0,0,-349,-6.96,1.07,44.04,56.14,2,2,1
2025-08-04,P009,Smart Watch,Electronics,4891,4751,3000,0,8,0,0,Low,Premium,49,239659,92659,-140,-2.95,1.029,38.66,63.14,1,1,1
2025-08-05,P009,Smart Watch,Electronics,5182,5431,3000,1,8,0,0,High,Standard,52,269464,113464,249,4.58,0.954,42.11,58.43,0,2,1
2025-08-05,P009,Smart Watch,Electronics,5131,4467,3000,1,8,0,0,Low,Premium,0,0,0,-664,-14.86,1.149,41.53,43.29,1,1,1
2025-08-07,P009,Smart Watch,Electronics,4657,4231,3000,3,8,0,0,High,Budget,0,0,0,-426,-10.07,1.101,35.58,33.29,0,0,1
2025-08-08,P009,Smart Watch,Electronics,5327,4656,3000,4,8,0,0,Medium,Standard,0,0,0,-671,-14.41,1.144,43.68,21.43,2,2,1
2025-08-10,P009,Smart Watch,Electronics,5262,5988,3000,6,8,1,0,Medium,Budget,125,657750,282750,726,12.12,0.879,42.99,32.29,2,0,1
2025-08-10,P009,Smart Watch,Electronics,4674,4425,3000,6,8,1,0,Low,Budget,8,37392,13392,-249,-5.63,1.056,35.82,33.43,1,0,1
2025-08-10,P009,Smart Watch,Electronics,5426,5177,3000,6,8,1,0,Medium,Standard,29,157354,70354,-249,-4.81,1.048,44.71,30.57,2,2,1
2025-08-11,P009,Smart Watch,Electronics,5181,5106,3000,0,8,0,0,High,Premium,45,233145,98145,-75,-1.47,1.015,42.1,29.57,0,1,1
2025-08-12,P009,Smart Watch,Electronics,5144,5749,3000,1,8,0,0,High,Standard,99,509256,212256,605,10.52,0.895,41.68,43.71,0,2,1
2025-08-12,P009,Smart Watch,Electronics,4585,3975,3000,1,8,0,0,Low,Standard,0,0,0,-610,-15.35,1.153,34.57,43.71,1,2,1
2025-08-14,P009,Smart Watch,Electronics,4560,4880,3000,3,8,0,0,Medium,Budget,62,282720,96720,320,6.56,0.934,34.21,52.57,2,0,1
2025-08-17,P009,Smart Watch,Electronics,5007,4338,3000,6,8,1,0,Medium,Premium,0,0,0,-669,-15.42,1.154,40.08,34.71,2,1,1
2025-08-18,P009,Smart Watch,Electronics,4504,4915,3000,0,8,0,0,High,Standard,68,306272,102272,411,8.36,0.916,33.39,43.29,0,2,1
2025-08-25,P009,Smart Watch,Electronics,5475,5712,3000,0,8,0,0,Medium,Premium,65,355875,160875,237,4.15,0.959,45.21,48.43,2,1,1
2025-08-25,P009,Smart Watch,Electronics,4696,5179,3000,0,8,0,0,Medium,Standard,87,408552,147552,483,9.33,0.907,36.12,54.43,2,2,1
2025-08-28,P009,Smart Watch,Electronics,5147,4800,3000,3,8,0,0,Low,Standard,0,0,0,-347,-7.23,1.072,41.71,40.29,1,2,1
2025-08-28,P009,Smart Watch,Electronics,4833,4454,3000,3,8,0,0,High,Budget,0,0,0,-379,-8.51,1.085,37.93,40.29,0,0,1
2025-08-30,P009,Smart Watch,Electronics,5243,5527,3000,5,8,1,0,Medium,Standard,68,356524,152524,284,5.14,0.949,42.78,41.14,2,2,1
2025-08-30,P009,Smart Watch,Electronics,4576,5027,3000,5,8,1,0,Medium,Standard,64,292864,100864,451,8.97,0.91,34.44,50.29,2,2,1
2025-08-31,P009,Smart Watch,Electronics,4604,4543,3000,6,8,1,0,Medium,Standard,26,119704,41704,-61,-1.34,1.013,34.84,44.29,2,2,1
2025-08-31,P009,Smart Watch,Electronics,4903,4746,3000,6,8,1,0,Medium,Standard,3,14709,5709,-157,-3.31,1.033,38.81,35.43,2,2,1
2025-08-31,P009,Smart Watch,Electronics,5217,5271,3000,6,8,1,0,Medium,Premium,47,245199,104199,54,1.02,0.99,42.5,29.71,2,1,1
2025-09-01,P009,Smart Watch,Electronics,5339,5295,3000,0,9,0,0,Low,Standard,22,117458,51458,-44,-0.83,1.008,43.81,32.86,1,2,1
2025-09-02,P009,Smart Watch,Electronics,4688,4936,3000,1,9,0,0,Low,Standard,76,356288,128288,248,5.02,0.95,36.01,43.71,1,2,1
2025-09-03,P009,Smart Watch,Electronics,5485,5932,3000,2,9,0,0,Low,Budget,59,323615,146615,447,7.54,0.925,45.31,42.43,1,0,1
2025-09-04,P009,Smart Watch,Electronics,4874,4930,3000,3,9,0,0,Medium,Premium,35,170590,65590,56,1.14,0.989,38.45,38.29,2,1,1
2025-09-04,P009,Smart Watch,Electronics,5016,4375,3000,3,9,0,0,High,Premium,0,0,0,-641,-14.65,1.147,40.19,34.57,0,1,1
2025-09-04,P009,Smart Watch,Electronics,5052,5071,3000,3,9,0,0,Medium,Premium,54,272808,110808,19,0.37,0.996,40.62,41.86,2,1,1
2025-09-06,P009,Smart Watch,Electronics,5189,5039,3000,5,9,1,0,High,Standard,23,119347,50347,-150,-2.98,1.03,42.19,38.43,0,2,1
2025-09-07,P009,Smart Watch,Electronics,4605,4823,3000,6,9,1,0,High,Budget,42,193410,67410,218,4.52,0.955,34.85,41.29,0,0,1
2025-09-09,P009,Smart Watch,Electronics,5472,5371,3000,1,9,0,0,Medium,Premium,41,224352,101352,-101,-1.88,1.019,45.18,36.29,2,1,1
2025-09-09,P009,Smart Watch,Electronics,4823,4260,3000,1,9,0,0,Medium,Budget,0,0,0,-563,-13.22,1.132,37.8,27.86,2,0,1
2025-09-12,P009,Smart Watch,Electronics,5068,4889,3000,4,9,0,0,High,Standard,19,96292,39292,-179,-3.66,1.037,40.81,25.57,0,2,1
2025-09-13,P009,Smart Watch,Electronics,4686,4028,3000,5,9,1,0,High,Premium,0,0,0,-658,-16.34,1.163,35.98,25.57,0,1,1
2025-09-15,P009,Smart Watch,Electronics,4969,5649,3000,0,9,0,0,High,Premium,92,457148,181148,680,12.04,0.88,39.63,31.0,0,1,1
2025-09-15,P009,Smart Watch,Electronics,4669,4542,3000,0,9,0,0,Medium,Premium,15,70035,25035,-127,-2.8,1.028,35.75,29.86,2,1,1
2025-09-17,P009,Smart Watch,Electronics,4592,4876,3000,2,9,0,0,Medium,Budget,59,270928,93928,284,5.82,0.942,34.67,32.29,2,0,1
2025-09-17,P009,Smart Watch,Electronics,4636,4181,3000,2,9,0,0,Low,Standard,0,0,0,-455,-10.88,1.109,35.29,26.43,1,2,1
2025-09-18,P009,Smart Watch,Electronics,4847,5165,3000,3,9,0,0,High,Standard,52,252044,96044,318,6.16,0.938,38.11,33.86,0,2,1
2025-09-19,P009,Smart Watch,Electronics,4866,4998,3000,4,9,0,0,Medium,Standard,52,253032,97032,132,2.64,0.974,38.35,38.57,2,2,1
2025-09-19,P009,Smart Watch,Electronics,4947,4440,3000,4,9,0,0,Low,Budget,0,0,0,-507,-11.42,1.114,39.36,38.57,1,0,1
2025-09-19,P009,Smart Watch,Electronics,4709,5213,3000,4,9,0,0,High,Standard,52,244868,88868,504,9.67,0.903,36.29,32.86,0,2,1
2025-09-20,P009,Smart Watch,Electronics,4991,4965,3000,5,9,1,0,High,Standard,60,299460,119460,-26,-0.52,1.005,39.89,39.29,0,2,1
2025-09-21,P009,Smart Watch,Electronics,5088,4712,3000,6,9,1,0,Medium,Standard,9,45792,18792,-376,-7.98,1.08,41.04,32.14,2,2,1
2025-09-21,P009,Smart Watch,Electronics,4641,4113,3000,6,9,1,0,Medium,Budget,0,0,0,-528,-12.84,1.128,35.36,32.14,2,0,1
2025-09-23,P009,Smart Watch,Electronics,5078,4604,3000,1,9,0,0,High,Standard,0,0,0,-474,-10.3,1.103,40.92,24.71,0,2,1
2025-09-23,P009,Smart Watch,Electronics,4628,5258,3000,1,9,0,0,Medium,Budget,111,513708,180708,630,11.98,0.88,35.18,33.14,2,0,1
2025-09-23,P009,Smart Watch,Electronics,4908,4693,3000,1,9,0,0,Medium,Standard,23,112884,43884,-215,-4.58,1.046,38.88,36.43,2,2,1
2025-09-25,P009,Smart Watch,Electronics,4711,4289,3000,3,9,0,0,High,Standard,0,0,0,-422,-9.84,1.098,36.32,29.0,0,2,1
2025-09-25,P009,Smart Watch,Electronics,4505,4924,3000,3,9,0,0,High,Budget,64,288320,96320,419,8.51,0.915,33.41,29.57,0,0,1
2025-09-26,P009,Smart Watch,Electronics,5171,5184,3000,4,9,0,0,High,Standard,19,98249,41249,13,0.25,0.997,41.98,31.0,0,2,1
2025-09-26,P009,Smart Watch,Electronics,4593,4304,3000,4,9,0,0,High,Premium,13,59709,20709,-289,-6.71,1.067,34.68,32.86,0,1,1
2025-09-27,P009,Smart Watch,Electronics,4589,4298,3000,5,9,1,0,Low,Standard,32,146848,50848,-291,-6.77,1.068,34.63,37.43,1,2,1
2025-09-30,P009,Smart Watch,Electronics,4817,4253,3000,1,9,0,0,Medium,Standard,0,0,0,-564,-13.26,1.133,37.72,21.57,2,2,1
2025-10-01,P009,Smart Watch,Electronics,4669,5225,3000,2,10,0,0,Medium,Premium,74,345506,123506,556,10.64,0.894,35.75,28.86,2,1,1
2025-10-01,P009,Smart Watch,Electronics,4632,4274,3000,2,10,0,0,Medium,Premium,0,0,0,-358,-8.38,1.084,35.23,28.86,2,1,1
2025-10-01,P009,Smart Watch,Electronics,4937,5672,3000,2,10,0,0,Medium,Standard,101,498637,195637,735,12.96,0.87,39.23,34.14,2,2,1
2025-10-02,P009,Smart Watch,Electronics,4530,4913,3000,3,10,0,1,Medium,Budget,93,421290,142290,383,7.8,0.922,33.77,44.71,2,0,1
2025-10-03,P009,Smart Watch,Electronics,4868,4281,3000,4,10,0,1,Medium,Budget,9,43812,16812,-587,-13.71,1.137,38.37,44.14,2,0,1
2025-10-03,P009,Smart Watch,Electronics,4635,4816,3000,4,10,0,1,Medium,Budget,61,282735,99735,181,3.76,0.962,35.28,48.29,2,0,1
2025-10-06,P009,Smart Watch,Electronics,5066,5158,3000,0,10,0,0,Medium,Standard,44,222904,90904,92,1.78,0.982,40.78,54.57,2,2,1
2025-10-08,P009,Smart Watch,Electronics,4581,4067,3000,2,10,0,0,Low,Standard,0,0,0,-514,-12.64,1.126,34.51,44.0,1,2,1
2025-10-08,P009,Smart Watch,Electronics,4773,4850,3000,2,10,0,0,Medium,Premium,52,248196,92196,77,1.59,0.984,37.15,51.43,2,1,1
2025-10-09,P009,Smart Watch,Electronics,5418,4891,3000,3,10,0,0,Medium,Budget,0,0,0,-527,-10.77,1.108,44.63,37.0,2,0,1
2025-10-09,P009,Smart Watch,Electronics,5020,5672,3000,3,10,0,0,High,Standard,110,552200,222200,652,11.5,0.885,40.24,39.43,0,2,1
2025-10-09,P009,Smart Watch,Electronics,4751,4425,3000,3,10,0,0,Low,Standard,18,85518,31518,-326,-7.37,1.074,36.86,40.71,1,2,1
2025-10-09,P009,Smart Watch,Electronics,5259,5409,3000,3,10,0,0,Medium,Standard,67,352353,151353,150,2.77,0.972,42.95,41.57,2,2,1
2025-10-11,P009,Smart Watch,Electronics,4673,4880,3000,5,10,1,0,Medium,Standard,47,219631,78631,207,4.24,0.958,35.8,42.0,2,2,1
2025-10-13,P009,Smart Watch,Electronics,5006,5357,3000,0,10,0,0,Low,Budget,50,250300,100300,351,6.55,0.934,40.07,49.14,1,0,1
2025-10-14,P009,Smart Watch,Electronics,4507,4347,3000,1,10,0,0,Medium,Budget,6,27042,9042,-160,-3.68,1.037,33.44,42.57,2,0,1
2025-10-16,P009,Smart Watch,Electronics,5477,6241,3000,3,10,0,0,Medium,Budget,103,564131,255131,764,12.24,0.878,45.23,57.29,2,0,1
2025-10-17,P009,Smart Watch,Electronics,5295,5668,3000,4,10,0,0,Medium,Standard,66,349470,151470,373,6.58,0.934,43.34,51.0,2,2,1
2025-10-20,P009,Smart Watch,Electronics,5015,4655,3000,0,10,0,1,High,Premium,11,55165,22165,-360,-7.73,1.077,40.18,50.0,0,1,1
2025-10-20,P009,Smart Watch,Electronics,4600,3931,3000,0,10,0,1,Medium,Premium,0,0,0,-669,-17.02,1.17,34.78,40.43,2,1,1
2025-10-22,P009,Smart Watch,Electronics,4756,5069,3000,2,10,0,1,Low,Standard,83,394748,145748,313,6.17,0.938,36.92,45.57,1,2,1
